Time(s), T_gas(K), p(Pa), N_gas(#/cm^3), H, H2, O, O2, OH, H2O, HO2, H2O2, AR, HE, H2(v1), H2(v2), H2(v3), O2(v1), O2(v2), O2(v3), O2(v4), O2(A1), O2(B1), O2*, O(1D), O(1S), O3, HE*, HE**, HE2, H^+, H2^+, H3^+, O^+, O2^+, O4^+, OH^+, H2O^+, H3O^+, HE^+, HE2^+, HEH^+, H^-, O^-, O2^-, O3^-, O4^-, OH^-, E, N2, Power_input(W/cm^3), Energy_deposited(mJ/cm^3)
4.3e-10, 400, 101325, 1.83473e+19, 245235, 3.0585e+18, 124757, 1.52833e+18, 4943.51, 142.601, 30.7857, 5.79993e-14, 0, 1.37605e+19, 78966.3, 7262.61, 687.116, 20690, 9310.08, 5120.04, 2913.07, 12114.5, 3589.25, 8190.55, 69557, 8205.09, 0.128958, 4575.82, 5074.87, 0.025711, 0.0157272, 4853.1, 7418.68, 245.111, 11943.9, 14.3027, 128.114, 37.6687, 7.12993, 1428.89, 124.475, 1048.87, 14.8538, 353.391, 45.2859, 0.087274, 0.00448361, 6.9063, 36829.7, 0, 0.00205369, 4.9158e-10
4.4e-10, 400, 101325, 1.83473e+19, 255776, 3.0585e+18, 130069, 1.52833e+18, 5235.77, 150.591, 32.6344, 6.34654e-14, 0, 1.37605e+19, 82316.6, 7570.73, 716.267, 21567.8, 9705.07, 5337.26, 3036.66, 12628.9, 3751.21, 8537.56, 72413.3, 8553.17, 0.136745, 4762.31, 5287.08, 0.0271661, 0.0164649, 5007.57, 7784.36, 256.483, 12465, 15.1845, 135.886, 40.7034, 7.89672, 1483.28, 131.038, 1089.14, 15.4129, 366.439, 47.2887, 0.0914759, 0.00476115, 7.29313, 37980.1, 0, 0.00211783, 5.12436e-10
4.5e-10, 400, 101325, 1.83473e+19, 266650, 3.0585e+18, 135548, 1.52833e+18, 5539.99, 158.886, 34.5607, 6.9364e-14, 0, 1.37605e+19, 85771.5, 7888.49, 746.329, 22473, 10112.4, 5561.27, 3164.1, 13159.5, 3918.55, 8895.39, 75355.6, 8912.13, 0.144861, 4954.37, 5505.81, 0.0286767, 0.0172238, 5166.66, 8161.99, 268.18, 13002.7, 16.1045, 143.942, 43.8997, 8.72448, 1539.21, 137.827, 1130.4, 15.9876, 379.847, 49.3557, 0.0958023, 0.00505079, 7.6946, 39166.7, 0, 0.002184, 5.33943e-10
4.6e-10, 400, 101325, 1.83473e+19, 277867, 3.0585e+18, 141198, 1.52833e+18, 5856.53, 167.496, 36.5669, 7.57256e-14, 0, 1.37605e+19, 89334.3, 8216.17, 777.331, 23406.6, 10532.5, 5792.28, 3295.53, 13706.6, 4091.46, 9264.39, 78386.7, 9282.3, 0.153318, 5152.18, 5731.26, 0.0302443, 0.0180047, 5330.55, 8551.9, 280.21, 13557.6, 17.064, 152.287, 47.262, 9.61643, 1596.71, 144.849, 1172.68, 16.5784, 393.629, 51.489, 0.100256, 0.0053529, 8.1111, 40390.8, 0, 0.00225226, 5.56123e-10
4.7e-10, 400, 101325, 1.83473e+19, 289438, 3.0585e+18, 147026, 1.52833e+18, 6185.76, 176.429, 38.6556, 8.25829e-14, 0, 1.37605e+19, 93008.6, 8554.09, 809.302, 24369.3, 10965.7, 6030.51, 3431.07, 14270.8, 4270.1, 9644.91, 81509.2, 9664.05, 0.162125, 5355.92, 5963.65, 0.0318706, 0.018808, 5499.42, 8954.46, 292.583, 14130.1, 18.0643, 160.928, 50.795, 10.5759, 1655.85, 152.109, 1216.03, 17.186, 407.797, 53.6904, 0.104842, 0.00566789, 8.54308, 41653.6, 0, 0.00232267, 5.78996e-10
4.8e-10, 400, 101325, 1.83473e+19, 301374, 3.0585e+18, 153036, 1.52833e+18, 6528.07, 185.696, 40.8293, 8.99709e-14, 0, 1.37605e+19, 96797.7, 8902.58, 842.272, 25362.1, 11412.4, 6276.19, 3570.84, 14852.6, 4454.64, 10037.3, 84726.3, 10057.7, 0.171294, 5565.78, 6203.2, 0.0335573, 0.0196344, 5673.43, 9370.04, 305.308, 14720.8, 19.1065, 169.87, 54.5032, 11.6061, 1716.68, 159.614, 1260.49, 17.8108, 422.365, 55.9622, 0.109561, 0.00599615, 8.99097, 42956.2, 0, 0.00239531, 6.02584e-10
4.9e-10, 400, 101325, 1.83473e+19, 313687, 3.0585e+18, 159235, 1.52833e+18, 6883.85, 195.307, 43.0907, 9.79271e-14, 0, 1.37605e+19, 100705, 9261.97, 876.274, 26385.9, 11873.1, 6529.56, 3714.98, 15452.7, 4645.29, 10442, 88040.7, 10463.7, 0.180835, 5781.95, 6450.14, 0.035306, 0.0204846, 5852.77, 9799.04, 318.397, 15330.3, 20.1921, 179.12, 58.3913, 12.7108, 1779.26, 167.372, 1306.11, 18.4534, 437.347, 58.3065, 0.114419, 0.00633811, 9.45524, 44299.9, 0, 0.00247024, 6.2691e-10
5e-10, 400, 101325, 1.83473e+19, 326389, 3.0585e+18, 165629, 1.52833e+18, 7253.51, 205.272, 45.4425, 1.06491e-13, 0, 1.37605e+19, 104735, 9632.6, 911.339, 27441.8, 12348.2, 6790.85, 3863.64, 16071.6, 4842.22, 10859.3, 91455.8, 10882.4, 0.190762, 6004.64, 6704.68, 0.0371185, 0.0213593, 6037.62, 10241.9, 331.858, 15959.1, 21.3223, 188.685, 62.4642, 13.8933, 1843.64, 175.389, 1352.92, 19.1145, 452.756, 60.7254, 0.119419, 0.00669421, 9.93637, 45686.1, 0, 0.00254753, 6.51997e-10
5.1e-10, 400, 101325, 1.83473e+19, 339491, 3.0585e+18, 172223, 1.52833e+18, 7637.48, 215.601, 47.8875, 1.15706e-13, 0, 1.37605e+19, 108891, 10014.8, 947.502, 28530.7, 12838.2, 7060.32, 4016.95, 16709.9, 5045.63, 11289.6, 94974.6, 11314.2, 0.201084, 6234.06, 6967.09, 0.0389966, 0.0222591, 6228.16, 10698.9, 345.704, 16607.9, 22.4988, 198.572, 66.7266, 15.1574, 1909.88, 183.673, 1400.98, 19.7947, 468.607, 63.2215, 0.124565, 0.00706488, 10.4348, 47116, 0, 0.00262727, 6.77868e-10
5.2e-10, 400, 101325, 1.83473e+19, 353006, 3.0585e+18, 179024, 1.52833e+18, 8036.19, 226.306, 50.4287, 1.25618e-13, 0, 1.37605e+19, 113177, 10409, 984.796, 29653.7, 13343.5, 7338.22, 4175.05, 17368.1, 5255.73, 11733.4, 98600.4, 11759.5, 0.211816, 6470.41, 7237.6, 0.0409423, 0.0231848, 6424.59, 11170.6, 359.946, 17277.4, 23.7228, 208.788, 71.1835, 16.5069, 1978.05, 192.231, 1450.34, 20.4946, 484.915, 65.7969, 0.129861, 0.00745058, 10.9512, 48591.1, 0, 0.00270952, 7.0455e-10
5.3e-10, 400, 101325, 1.83473e+19, 366948, 3.0585e+18, 186039, 1.52833e+18, 8450.08, 237.397, 53.0689, 1.36274e-13, 0, 1.37605e+19, 117598, 10815.6, 1023.26, 30811.9, 13864.7, 7624.82, 4338.11, 18047, 5472.72, 12191, 102337, 12218.8, 0.22297, 6713.92, 7516.48, 0.0429575, 0.0241372, 6627.11, 11657.4, 374.596, 17968.1, 24.9959, 219.34, 75.8399, 17.9455, 2048.21, 201.07, 1501.04, 21.2148, 501.696, 68.4541, 0.135312, 0.0078518, 11.4859, 50112.7, 0, 0.00279437, 7.32068e-10
5.4e-10, 400, 101325, 1.83473e+19, 381329, 3.0585e+18, 193273, 1.52833e+18, 8879.63, 248.888, 55.8114, 1.47729e-13, 0, 1.37605e+19, 122156, 11234.8, 1062.93, 32006.4, 14402.2, 7920.4, 4506.27, 18747.2, 5696.82, 12663, 106187, 12692.4, 0.23456, 6964.82, 7803.98, 0.0450442, 0.025117, 6835.92, 12159.8, 389.666, 18680.7, 26.3197, 230.238, 80.7011, 19.4772, 2120.43, 210.2, 1553.13, 21.9561, 518.965, 71.1958, 0.140922, 0.00826902, 12.0395, 51682.3, 0, 0.00288189, 7.60447e-10
5.5e-10, 400, 101325, 1.83473e+19, 396164, 3.0585e+18, 200735, 1.52833e+18, 9325.3, 260.788, 58.6594, 1.60036e-13, 0, 1.37605e+19, 126858, 11667.2, 1103.84, 33238.2, 14956.5, 8225.24, 4679.7, 19469.3, 5928.26, 13149.8, 110155, 13180.9, 0.246598, 7223.34, 8100.38, 0.0472045, 0.0261252, 7051.22, 12678.2, 405.169, 19416, 27.6958, 241.488, 85.7721, 21.1062, 2194.77, 219.629, 1606.66, 22.7191, 536.739, 74.0244, 0.146695, 0.00870273, 12.6126, 53301.5, 0, 0.00297218, 7.89715e-10
5.6e-10, 400, 101325, 1.83473e+19, 411467, 3.0585e+18, 208432, 1.52833e+18, 9787.6, 273.113, 61.616, 1.73256e-13, 0, 1.37605e+19, 131707, 12113.2, 1146.03, 34508.7, 15528.2, 8539.63, 4858.56, 20214, 6167.26, 13651.8, 114244, 13684.6, 0.259099, 7489.72, 8405.95, 0.0494405, 0.0271625, 7273.23, 13213.1, 421.118, 20174.6, 29.1259, 253.099, 91.0585, 22.8365, 2271.3, 229.365, 1661.69, 23.5046, 555.034, 76.9428, 0.152636, 0.00915347, 13.2058, 54971.7, 0, 0.00306531, 8.199e-10
5.7e-10, 400, 101325, 1.83473e+19, 427253, 3.0585e+18, 216370, 1.52833e+18, 10267, 285.873, 64.6847, 1.87453e-13, 0, 1.37605e+19, 136708, 12573.1, 1189.54, 35819, 16117.7, 8863.88, 5043.03, 20982.1, 6414.05, 14169.5, 118458, 14204.2, 0.272077, 7764.22, 8721, 0.0517545, 0.0282299, 7502.17, 13765.1, 437.528, 20957.2, 30.6116, 265.081, 96.5657, 24.6725, 2350.1, 239.417, 1718.27, 24.3132, 573.869, 79.9536, 0.158751, 0.00962176, 13.8196, 56694.7, 0, 0.00316139, 8.51031e-10
5.8e-10, 400, 101325, 1.83473e+19, 443536, 3.0585e+18, 224558, 1.52833e+18, 10764.1, 299.083, 67.8691, 2.02694e-13, 0, 1.37605e+19, 141865, 13047.5, 1234.42, 37170.3, 16725.8, 9198.29, 5233.28, 21774.3, 6668.89, 14703.4, 122801, 14740.1, 0.285548, 8047.08, 9045.82, 0.0541488, 0.0293282, 7738.26, 14334.7, 454.412, 21764.7, 32.1547, 277.443, 102.299, 26.6184, 2431.23, 249.794, 1776.46, 25.1458, 593.261, 83.0598, 0.165045, 0.0101082, 14.4548, 58472, 0, 0.00326049, 8.83138e-10
5.9e-10, 400, 101325, 1.83473e+19, 460333, 3.0585e+18, 233002, 1.52833e+18, 11279.4, 312.756, 71.1727, 2.19052e-13, 0, 1.37605e+19, 147185, 13536.7, 1280.7, 38564.1, 17353, 9543.18, 5429.5, 22591.4, 6932.03, 15254, 127278, 15292.7, 0.299527, 8338.59, 9380.72, 0.0566256, 0.0304585, 7981.74, 14922.4, 471.785, 22597.8, 33.757, 290.194, 108.265, 28.6789, 2514.78, 260.507, 1836.31, 26.0031, 613.228, 86.2643, 0.171522, 0.0106132, 15.1118, 60305.4, 0, 0.00336273, 9.16251e-10
6e-10, 400, 101325, 1.83473e+19, 477660, 3.0585e+18, 241712, 1.52833e+18, 11813.4, 326.906, 74.5993, 2.36606e-13, 0, 1.37605e+19, 152671, 14041.2, 1328.44, 40001.5, 17999.8, 9898.88, 5631.87, 23434.1, 7203.72, 15821.9, 131892, 15862.7, 0.31403, 8639, 9726.01, 0.0591876, 0.0316216, 8232.84, 15528.7, 489.662, 23457.2, 35.4205, 303.344, 114.469, 30.8585, 2600.82, 271.565, 1897.89, 26.886, 633.789, 89.5701, 0.178189, 0.0111376, 15.7914, 62196.6, 0, 0.00346818, 9.50403e-10
6.1e-10, 400, 101325, 1.83473e+19, 495533, 3.0585e+18, 250696, 1.52833e+18, 12366.8, 341.549, 78.1527, 2.55437e-13, 0, 1.37605e+19, 158329, 14561.6, 1377.67, 41484, 18666.9, 10265.7, 5840.58, 24303.2, 7484.23, 16407.5, 136647, 16450.5, 0.329074, 8948.61, 10082, 0.0618371, 0.0328188, 8491.81, 16154.3, 508.06, 24344, 37.147, 316.905, 120.918, 33.1618, 2689.44, 282.979, 1961.25, 27.7952, 654.965, 92.9805, 0.185051, 0.0116818, 16.4942, 64147.5, 0, 0.00357697, 9.85626e-10
6.2e-10, 400, 101325, 1.83473e+19, 513970, 3.0585e+18, 259962, 1.52833e+18, 12940.1, 356.699, 81.8369, 2.75634e-13, 0, 1.37605e+19, 164164, 15098.3, 1428.45, 43013, 19354.9, 10644.1, 6055.84, 25199.6, 7773.84, 17011.6, 141549, 17056.8, 0.344674, 9267.7, 10449.1, 0.0645769, 0.0340509, 8758.9, 16799.7, 526.994, 25258.8, 38.9386, 330.887, 127.616, 35.5939, 2780.72, 294.758, 2026.46, 28.7317, 676.774, 96.4987, 0.192114, 0.0122465, 17.2211, 66159.9, 0, 0.00368919, 1.02195e-09
6.3e-10, 400, 101325, 1.83473e+19, 532988, 3.0585e+18, 269520, 1.52833e+18, 13533.9, 372.371, 85.656, 2.97293e-13, 0, 1.37605e+19, 170183, 15651.9, 1480.82, 44590, 20064.5, 11034.4, 6277.86, 26124.1, 8072.84, 17634.5, 146602, 17682.1, 0.36085, 9596.59, 10827.6, 0.0674095, 0.0353191, 9034.38, 17465.6, 546.482, 26202.6, 40.7972, 345.301, 134.572, 38.1595, 2874.74, 306.915, 2093.58, 29.6964, 699.239, 100.128, 0.199385, 0.0128323, 17.9726, 68235.8, 0, 0.00380494, 1.05942e-09
6.4e-10, 400, 101325, 1.83473e+19, 552606, 3.0585e+18, 279377, 1.52833e+18, 14148.9, 388.583, 89.6142, 3.20514e-13, 0, 1.37605e+19, 176391, 16222.8, 1534.83, 46216.5, 20796.3, 11436.8, 6506.84, 27077.7, 8381.51, 18277, 151811, 18327, 0.377618, 9935.56, 11217.9, 0.0703378, 0.0366245, 9318.5, 18152.5, 566.541, 27176.3, 42.7251, 360.158, 141.791, 40.8639, 2971.59, 319.46, 2162.67, 30.6901, 722.379, 103.872, 0.206869, 0.01344, 18.7495, 70377.2, 0, 0.00392435, 1.09806e-09
6.5e-10, 400, 101325, 1.83473e+19, 572843, 3.0585e+18, 289545, 1.52833e+18, 14785.7, 405.35, 93.716, 3.45405e-13, 0, 1.37605e+19, 182793, 16811.6, 1590.54, 47894, 21551.2, 11852, 6743.01, 28061.2, 8700.17, 18939.6, 157180, 18992.2, 0.394998, 10285, 11620.3, 0.0733647, 0.0379684, 9611.55, 18861.2, 587.189, 28180.8, 44.7245, 375.472, 149.281, 43.7123, 3071.37, 332.405, 2233.82, 31.7137, 746.219, 107.734, 0.214574, 0.0140701, 19.5526, 72586.2, 0, 0.00404752, 1.13792e-09
6.6e-10, 400, 101325, 1.83473e+19, 593717, 3.0585e+18, 300032, 1.52833e+18, 15445, 422.69, 97.9657, 3.72082e-13, 0, 1.37605e+19, 189396, 17418.9, 1648, 49624.2, 22329.7, 12280.1, 6986.59, 29075.6, 9029.12, 19623.1, 162715, 19678.3, 0.413009, 10645.1, 12035.2, 0.076493, 0.0393519, 9913.81, 19592.4, 608.445, 29217.2, 46.7975, 391.255, 157.048, 46.7099, 3174.17, 345.763, 2307.08, 32.7684, 770.779, 111.718, 0.222506, 0.0147234, 20.3827, 74864.8, 0, 0.00417458, 1.17903e-09
6.7e-10, 400, 101325, 1.83473e+19, 615250, 3.0585e+18, 310850, 1.52833e+18, 16127.5, 440.62, 102.368, 4.00667e-13, 0, 1.37605e+19, 196207, 18045.3, 1707.26, 51408.7, 23132.7, 12721.7, 7237.82, 30121.9, 9368.7, 20327.9, 168420, 20385.9, 0.431671, 11016.3, 12463.1, 0.0797259, 0.0407762, 10225.6, 20346.7, 630.328, 30286.3, 48.9465, 407.52, 165.099, 49.8624, 3280.09, 359.545, 2382.52, 33.855, 796.084, 115.828, 0.230672, 0.0154006, 21.2407, 77215.3, 0, 0.00430565, 1.22143e-09
6.8e-10, 400, 101325, 1.83473e+19, 637462, 3.0585e+18, 322007, 1.52833e+18, 16833.9, 459.159, 106.928, 4.31292e-13, 0, 1.37605e+19, 203232, 18691.4, 1768.38, 53249.2, 23960.9, 13177.2, 7496.93, 31201, 9719.22, 21054.9, 174302, 21115.7, 0.451004, 11399, 12904.2, 0.0830664, 0.0422427, 10547.1, 21124.8, 652.858, 31389.3, 51.174, 424.28, 173.443, 53.1753, 3389.22, 373.765, 2460.23, 34.9745, 822.158, 120.067, 0.23908, 0.0161025, 22.1273, 79639.9, 0, 0.00444085, 1.26515e-09
6.9e-10, 400, 101325, 1.83473e+19, 660374, 3.0585e+18, 333515, 1.52833e+18, 17565, 478.326, 111.65, 4.64098e-13, 0, 1.37605e+19, 210477, 19357.7, 1831.42, 55147.5, 24815.1, 13646.9, 7764.18, 32314, 10081, 21804.7, 180366, 21868.4, 0.471029, 11793.5, 13359.2, 0.0865179, 0.0437526, 10878.8, 21927.5, 676.056, 32527.2, 53.4823, 441.55, 182.086, 56.6544, 3501.67, 388.436, 2540.27, 36.1282, 849.026, 124.44, 0.247737, 0.0168298, 23.0435, 82140.9, 0, 0.00458031, 1.31026e-09
7e-10, 400, 101325, 1.83473e+19, 684009, 3.0585e+18, 345385, 1.52833e+18, 18321.4, 498.14, 116.539, 4.99235e-13, 0, 1.37605e+19, 217949, 20045, 1896.45, 57105.5, 25696.1, 14131.4, 8039.83, 33462.1, 10454.5, 22578, 186618, 22644.7, 0.491767, 12200.1, 13828.3, 0.0900837, 0.0453075, 11221, 22755.6, 699.943, 33701.1, 55.8742, 459.345, 191.037, 60.3058, 3617.56, 403.572, 2622.73, 37.317, 876.713, 128.951, 0.25665, 0.0175833, 23.9902, 84720.9, 0, 0.00472417, 1.35678e-09
7.1e-10, 400, 101325, 1.83473e+19, 708388, 3.0585e+18, 357628, 1.52833e+18, 19104.1, 518.62, 121.602, 5.36862e-13, 0, 1.37605e+19, 225657, 20753.8, 1963.51, 59124.9, 26604.8, 14631.2, 8324.13, 34646.1, 10840, 23375.6, 193063, 23445.5, 0.513243, 12619.3, 14312.1, 0.0937672, 0.0469086, 11573.9, 23609.8, 724.541, 34912.2, 58.3521, 477.679, 200.303, 64.1354, 3736.98, 419.188, 2707.69, 38.5421, 905.246, 133.604, 0.265829, 0.0183639, 24.9682, 87382.2, 0, 0.00487257, 1.40476e-09
7.2e-10, 400, 101325, 1.83473e+19, 733536, 3.0585e+18, 370256, 1.52833e+18, 19913.8, 539.789, 126.842, 5.7715e-13, 0, 1.37605e+19, 233606, 21485, 2032.68, 61207.8, 27542, 15146.6, 8617.37, 35867.4, 11237.9, 24198.2, 199708, 24271.4, 0.535478, 13051.5, 14810.9, 0.0975721, 0.0485575, 11937.9, 24491.1, 749.872, 36161.6, 60.9189, 496.568, 209.893, 68.1495, 3860.05, 435.297, 2795.23, 39.8047, 934.653, 138.403, 0.275281, 0.0191724, 25.9786, 90127.4, 0, 0.00502565, 1.45424e-09
7.3e-10, 400, 101325, 1.83473e+19, 759478, 3.0585e+18, 383282, 1.52833e+18, 20751.3, 561.666, 132.266, 6.20281e-13, 0, 1.37605e+19, 241806, 22239, 2104.02, 63356.1, 28508.7, 15678.2, 8919.82, 37127.1, 11648.5, 25046.7, 206559, 25123.2, 0.558496, 13497, 15325.4, 0.101502, 0.0502557, 12313.3, 25400.1, 775.961, 37450.5, 63.5773, 516.029, 219.816, 72.3546, 3986.89, 451.915, 2885.43, 41.1059, 964.96, 143.354, 0.285015, 0.0200097, 27.0224, 92959.2, 0, 0.00518356, 1.50528e-09
7.4e-10, 400, 101325, 1.83473e+19, 786237, 3.0585e+18, 396717, 1.52833e+18, 21617.5, 584.275, 137.88, 6.66451e-13, 0, 1.37605e+19, 250263, 23016.8, 2177.61, 65571.9, 29505.8, 16226.6, 9231.77, 38426.3, 12072.4, 25921.7, 213622, 26001.8, 0.582322, 13956.3, 15855.9, 0.105561, 0.0520048, 12700.6, 26337.9, 802.831, 38780.1, 66.3303, 536.078, 230.081, 76.7573, 4117.62, 469.058, 2978.39, 42.447, 996.199, 148.461, 0.29504, 0.0208767, 28.1005, 95880.3, 0, 0.00534644, 1.55793e-09
7.5e-10, 400, 101325, 1.83473e+19, 813839, 3.0585e+18, 410575, 1.52833e+18, 22513.3, 607.637, 143.689, 7.15866e-13, 0, 1.37605e+19, 258985, 23819.1, 2253.51, 67857.4, 30534.2, 16792.1, 9553.52, 39766.5, 12509.8, 26824.3, 220905, 26908, 0.606982, 14429.9, 16402.9, 0.109752, 0.0538063, 13100.1, 27305.2, 830.507, 40151.8, 69.1808, 556.733, 240.697, 81.3643, 4252.36, 486.742, 3074.18, 43.8294, 1028.4, 153.728, 0.305365, 0.0217743, 29.2141, 98893.5, 0, 0.00551446, 1.61223e-09
7.6e-10, 400, 101325, 1.83473e+19, 842312, 3.0585e+18, 424869, 1.52833e+18, 23439.6, 631.777, 149.7, 7.68748e-13, 0, 1.37605e+19, 267982, 24646.5, 2331.79, 70214.7, 31594.9, 17375.4, 9885.39, 41148.7, 12961.3, 27755.3, 228414, 27842.7, 0.632502, 14918.1, 16967.1, 0.114081, 0.055662, 13512.2, 28303.1, 859.015, 41566.9, 72.1319, 578.012, 251.673, 86.1827, 4391.25, 504.983, 3172.92, 45.2542, 1061.59, 159.162, 0.316, 0.0227034, 30.3643, 102002, 0, 0.00568778, 1.66824e-09
7.7e-10, 400, 101325, 1.83473e+19, 871682, 3.0585e+18, 439613, 1.52833e+18, 24397.4, 656.718, 155.918, 8.25334e-13, 0, 1.37605e+19, 277262, 25499.9, 2412.54, 72646.1, 32689, 17977.1, 10227.7, 42574.4, 13427.2, 28715.4, 236156, 28806.8, 0.658908, 15421.5, 17548.9, 0.11855, 0.0575735, 13937.3, 29332.4, 888.381, 43026.7, 75.1868, 599.933, 263.019, 91.2195, 4534.41, 523.799, 3274.69, 46.7229, 1095.8, 164.766, 0.326953, 0.0236652, 31.5521, 105208, 0, 0.00586656, 1.726e-09
7.8e-10, 400, 101325, 1.83473e+19, 901979, 3.0585e+18, 454821, 1.52833e+18, 25387.6, 682.485, 162.351, 8.85875e-13, 0, 1.37605e+19, 286833, 26380.2, 2495.82, 75153.9, 33817.4, 18597.7, 10580.7, 44044.9, 13908.1, 29705.8, 244139, 29801.2, 0.68623, 15940.4, 18148.8, 0.123165, 0.0595427, 14375.7, 30394.2, 918.634, 44532.7, 78.3488, 622.516, 274.746, 96.4821, 4681.98, 543.208, 3379.59, 48.2368, 1131.07, 170.547, 0.338236, 0.0246605, 32.7787, 108515, 0, 0.00605098, 1.78559e-09
7.9e-10, 400, 101325, 1.83473e+19, 933230, 3.0585e+18, 470507, 1.52833e+18, 26411.3, 709.105, 169.006, 9.50642e-13, 0, 1.37605e+19, 296705, 27288.2, 2581.72, 77740.5, 34981.3, 19237.8, 10944.9, 45561.7, 14404.3, 30727.2, 252370, 30826.8, 0.714494, 16475.5, 18767.6, 0.127929, 0.0615714, 14828, 31489.5, 949.801, 46086.2, 81.6212, 645.781, 286.864, 101.978, 4834.11, 563.229, 3487.73, 49.7975, 1167.43, 176.51, 0.349859, 0.0256904, 34.0454, 111927, 0, 0.00624122, 1.84704e-09
8e-10, 400, 101325, 1.83473e+19, 965467, 3.0585e+18, 486687, 1.52833e+18, 27469.5, 736.603, 175.888, 1.01992e-12, 0, 1.37605e+19, 306888, 28224.7, 2670.32, 80408.5, 36181.9, 19898, 11320.5, 47126.2, 14916.4, 31780.8, 260858, 31884.7, 0.743732, 17027.3, 19405.7, 0.132848, 0.0636615, 15294.5, 32619.3, 981.911, 47688.9, 85.0076, 669.748, 299.384, 107.715, 4990.93, 583.879, 3599.2, 51.4064, 1204.91, 182.661, 0.361833, 0.026756, 35.3534, 115446, 0, 0.00643745, 1.91043e-09
8.1e-10, 400, 101325, 1.83473e+19, 998720, 3.0585e+18, 503376, 1.52833e+18, 28563.2, 765.008, 183.006, 1.09402e-12, 0, 1.37605e+19, 317390, 29190.6, 2761.71, 83160.4, 37420.1, 20579, 11707.9, 48739.9, 15444.9, 32867.4, 269609, 32975.9, 0.773974, 17596.2, 20063.7, 0.137926, 0.0658149, 15775.7, 33784.8, 1014.99, 49342.2, 88.5115, 694.439, 312.316, 113.701, 5152.61, 605.179, 3714.13, 53.0651, 1243.55, 189.005, 0.374168, 0.0278585, 36.7039, 119076, 0, 0.00663987, 1.97581e-09
8.2e-10, 400, 101325, 1.83473e+19, 1.03302e+06, 3.0585e+18, 520590, 1.52833e+18, 29693.6, 794.346, 190.367, 1.17326e-12, 0, 1.37605e+19, 328223, 30186.9, 2855.97, 85998.8, 38697.3, 21281.4, 12107.5, 50404.3, 15990.3, 33988.2, 278634, 34101.3, 0.805251, 18182.7, 20742.4, 0.143167, 0.0680337, 16272.1, 34987, 1049.08, 51047.8, 92.1367, 719.877, 325.673, 119.945, 5319.28, 627.148, 3832.61, 54.7751, 1283.4, 195.549, 0.386876, 0.028999, 38.0983, 122821, 0, 0.00684867, 2.04325e-09
8.3e-10, 400, 101325, 1.83473e+19, 1.0684e+06, 3.0585e+18, 538346, 1.52833e+18, 30861.8, 824.648, 197.978, 1.258e-12, 0, 1.37605e+19, 339397, 31214.6, 2953.19, 88926.4, 40014.7, 22005.9, 12519.7, 52121.1, 16553.1, 35144.3, 287939, 35262.2, 0.837596, 18787.5, 21442.2, 0.148578, 0.0703199, 16784.2, 36227.1, 1084.21, 52807.2, 95.887, 746.083, 339.466, 126.454, 5491.11, 649.808, 3954.77, 56.538, 1324.47, 202.298, 0.39997, 0.0301787, 39.538, 126683, 0, 0.00706406, 2.11281e-09
8.4e-10, 400, 101325, 1.83473e+19, 1.1049e+06, 3.0585e+18, 556661, 1.52833e+18, 32069, 855.943, 205.847, 1.3486e-12, 0, 1.37605e+19, 350922, 32274.5, 3053.47, 91946.2, 41373.5, 22753.1, 12944.8, 53891.9, 17133.8, 36336.7, 297535, 36459.5, 0.871042, 19411.2, 22164, 0.154164, 0.0726758, 17312.3, 37506.3, 1120.4, 54622.3, 99.7663, 773.081, 353.709, 133.237, 5668.27, 673.181, 4080.72, 58.3556, 1366.82, 209.261, 0.41346, 0.0313988, 41.0243, 130667, 0, 0.00728623, 2.18455e-09
8.5e-10, 400, 101325, 1.83473e+19, 1.14255e+06, 3.0585e+18, 575552, 1.52833e+18, 33316.5, 888.263, 213.982, 1.44546e-12, 0, 1.37605e+19, 362810, 33367.8, 3156.91, 95060.9, 42775, 23523.9, 13383.3, 55718.4, 17733.1, 37566.5, 307430, 37694.6, 0.905625, 20054.3, 22908.5, 0.159929, 0.0751034, 17857.1, 38825.9, 1157.7, 56494.7, 103.779, 800.896, 368.412, 140.304, 5850.93, 697.288, 4210.58, 60.2297, 1410.49, 216.442, 0.427361, 0.0326606, 42.5588, 134777, 0, 0.00751541, 2.25856e-09
8.6e-10, 400, 101325, 1.83473e+19, 1.18138e+06, 3.0585e+18, 595038, 1.52833e+18, 34605.3, 921.639, 222.393, 1.54901e-12, 0, 1.37605e+19, 375071, 34495.5, 3263.6, 98273.6, 44220.6, 24318.9, 13835.6, 57602.4, 18351.5, 38835.1, 317633, 38968.4, 0.94138, 20717.4, 23676.2, 0.165879, 0.0776052, 18419.1, 40187, 1196.14, 58426.2, 107.929, 829.554, 383.591, 147.663, 6039.25, 722.152, 4344.49, 62.1619, 1455.52, 223.849, 0.441685, 0.0339653, 44.1428, 139017, 0, 0.00775182, 2.33489e-09
