Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
0.000133337, 403.292, 1.81976e+19, 5.00053e+12, 3.02317e+18, 1.51368e+18, 5.27407e+13, 9.9349e+13, 2.80136e+13, 9.07002e+14
0.000133337, 403.292, 1.81976e+19, 5.01095e+12, 3.02317e+18, 1.51368e+18, 5.2837e+13, 9.93973e+13, 2.8017e+13, 9.07007e+14
0.000133337, 403.292, 1.81976e+19, 5.02136e+12, 3.02317e+18, 1.51368e+18, 5.29332e+13, 9.94456e+13, 2.80204e+13, 9.07011e+14
0.000133337, 403.293, 1.81976e+19, 5.03178e+12, 3.02317e+18, 1.51368e+18, 5.30294e+13, 9.94939e+13, 2.80238e+13, 9.07016e+14
0.000133337, 403.293, 1.81976e+19, 5.04219e+12, 3.02317e+18, 1.51368e+18, 5.31256e+13, 9.95422e+13, 2.80271e+13, 9.0702e+14
0.000133337, 403.293, 1.81976e+19, 5.05261e+12, 3.02317e+18, 1.51368e+18, 5.32219e+13, 9.95905e+13, 2.80305e+13, 9.07025e+14
0.000133337, 403.293, 1.81975e+19, 5.06302e+12, 3.02317e+18, 1.51368e+18, 5.33181e+13, 9.96388e+13, 2.80339e+13, 9.07029e+14
0.000133337, 403.293, 1.81975e+19, 5.07344e+12, 3.02316e+18, 1.51368e+18, 5.34143e+13, 9.96871e+13, 2.80373e+13, 9.07034e+14
0.000133337, 403.293, 1.81975e+19, 5.08385e+12, 3.02316e+18, 1.51368e+18, 5.35105e+13, 9.97353e+13, 2.80406e+13, 9.07038e+14
0.000133337, 403.293, 1.81975e+19, 5.09426e+12, 3.02316e+18, 1.51368e+18, 5.36067e+13, 9.97836e+13, 2.8044e+13, 9.07043e+14
0.000133337, 403.293, 1.81975e+19, 5.10467e+12, 3.02316e+18, 1.51368e+18, 5.37029e+13, 9.98319e+13, 2.80474e+13, 9.07047e+14
0.000133337, 403.293, 1.81975e+19, 5.11508e+12, 3.02316e+18, 1.51368e+18, 5.37991e+13, 9.98802e+13, 2.80508e+13, 9.07052e+14
0.000133337, 403.293, 1.81975e+19, 5.1255e+12, 3.02316e+18, 1.51368e+18, 5.38953e+13, 9.99284e+13, 2.80541e+13, 9.07056e+14
0.000133337, 403.293, 1.81975e+19, 5.13591e+12, 3.02316e+18, 1.51368e+18, 5.39914e+13, 9.99767e+13, 2.80575e+13, 9.07061e+14
0.000133337, 403.294, 1.81975e+19, 5.14632e+12, 3.02316e+18, 1.51368e+18, 5.40876e+13, 1.00025e+14, 2.80609e+13, 9.07065e+14
0.000133337, 403.294, 1.81975e+19, 5.15673e+12, 3.02316e+18, 1.51367e+18, 5.41838e+13, 1.00073e+14, 2.80643e+13, 9.07069e+14
0.000133337, 403.294, 1.81975e+19, 5.16714e+12, 3.02316e+18, 1.51367e+18, 5.428e+13, 1.00121e+14, 2.80676e+13, 9.07074e+14
0.000133337, 403.294, 1.81975e+19, 5.17754e+12, 3.02316e+18, 1.51367e+18, 5.43761e+13, 1.0017e+14, 2.8071e+13, 9.07078e+14
0.000133337, 403.294, 1.81975e+19, 5.18795e+12, 3.02316e+18, 1.51367e+18, 5.44723e+13, 1.00218e+14, 2.80744e+13, 9.07083e+14
0.000133337, 403.294, 1.81975e+19, 5.19836e+12, 3.02316e+18, 1.51367e+18, 5.45684e+13, 1.00266e+14, 2.80777e+13, 9.07087e+14
0.000133337, 403.294, 1.81975e+19, 5.20877e+12, 3.02315e+18, 1.51367e+18, 5.46646e+13, 1.00315e+14, 2.80811e+13, 9.07092e+14
0.000133337, 403.294, 1.81975e+19, 5.21917e+12, 3.02315e+18, 1.51367e+18, 5.47607e+13, 1.00363e+14, 2.80845e+13, 9.07096e+14
0.000133337, 403.294, 1.81975e+19, 5.22958e+12, 3.02315e+18, 1.51367e+18, 5.48569e+13, 1.00411e+14, 2.80879e+13, 9.07101e+14
0.000133337, 403.294, 1.81975e+19, 5.23999e+12, 3.02315e+18, 1.51367e+18, 5.4953e+13, 1.00459e+14, 2.80912e+13, 9.07105e+14
0.000133337, 403.294, 1.81975e+19, 5.25039e+12, 3.02315e+18, 1.51367e+18, 5.50491e+13, 1.00507e+14, 2.80946e+13, 9.0711e+14
0.000133337, 403.294, 1.81975e+19, 5.2608e+12, 3.02315e+18, 1.51367e+18, 5.51453e+13, 1.00556e+14, 2.8098e+13, 9.07114e+14
0.000133337, 403.295, 1.81975e+19, 5.2712e+12, 3.02315e+18, 1.51367e+18, 5.52414e+13, 1.00604e+14, 2.81014e+13, 9.07119e+14
0.000133337, 403.295, 1.81975e+19, 5.2816e+12, 3.02315e+18, 1.51367e+18, 5.53375e+13, 1.00652e+14, 2.81047e+13, 9.07123e+14
0.000133337, 403.295, 1.81975e+19, 5.29201e+12, 3.02315e+18, 1.51367e+18, 5.54336e+13, 1.007e+14, 2.81081e+13, 9.07128e+14
0.000133337, 403.295, 1.81975e+19, 5.30241e+12, 3.02315e+18, 1.51367e+18, 5.55297e+13, 1.00749e+14, 2.81115e+13, 9.07132e+14
0.000133337, 403.295, 1.81975e+19, 5.31281e+12, 3.02315e+18, 1.51367e+18, 5.56258e+13, 1.00797e+14, 2.81148e+13, 9.07136e+14
0.000133337, 403.295, 1.81974e+19, 5.32321e+12, 3.02315e+18, 1.51367e+18, 5.57219e+13, 1.00845e+14, 2.81182e+13, 9.07141e+14
0.000133337, 403.295, 1.81974e+19, 5.33362e+12, 3.02315e+18, 1.51367e+18, 5.5818e+13, 1.00893e+14, 2.81216e+13, 9.07145e+14
0.000133337, 403.295, 1.81974e+19, 5.34402e+12, 3.02315e+18, 1.51367e+18, 5.59141e+13, 1.00942e+14, 2.8125e+13, 9.0715e+14
0.000133337, 403.295, 1.81974e+19, 5.35442e+12, 3.02314e+18, 1.51367e+18, 5.60102e+13, 1.0099e+14, 2.81283e+13, 9.07154e+14
0.000133337, 403.295, 1.81974e+19, 5.36482e+12, 3.02314e+18, 1.51367e+18, 5.61063e+13, 1.01038e+14, 2.81317e+13, 9.07159e+14
0.000133337, 403.295, 1.81974e+19, 5.37522e+12, 3.02314e+18, 1.51367e+18, 5.62023e+13, 1.01086e+14, 2.81351e+13, 9.07163e+14
0.000133337, 403.295, 1.81974e+19, 5.38561e+12, 3.02314e+18, 1.51367e+18, 5.62984e+13, 1.01134e+14, 2.81384e+13, 9.07168e+14
0.000133337, 403.296, 1.81974e+19, 5.39601e+12, 3.02314e+18, 1.51367e+18, 5.63945e+13, 1.01183e+14, 2.81418e+13, 9.07172e+14
0.000133337, 403.296, 1.81974e+19, 5.40641e+12, 3.02314e+18, 1.51367e+18, 5.64906e+13, 1.01231e+14, 2.81452e+13, 9.07177e+14
0.000133337, 403.296, 1.81974e+19, 5.41681e+12, 3.02314e+18, 1.51366e+18, 5.65866e+13, 1.01279e+14, 2.81486e+13, 9.07181e+14
0.000133337, 403.296, 1.81974e+19, 5.42721e+12, 3.02314e+18, 1.51366e+18, 5.66827e+13, 1.01327e+14, 2.81519e+13, 9.07186e+14
0.000133337, 403.296, 1.81974e+19, 5.4376e+12, 3.02314e+18, 1.51366e+18, 5.67787e+13, 1.01375e+14, 2.81553e+13, 9.0719e+14
0.000133337, 403.296, 1.81974e+19, 5.448e+12, 3.02314e+18, 1.51366e+18, 5.68748e+13, 1.01424e+14, 2.81587e+13, 9.07195e+14
0.000133337, 403.296, 1.81974e+19, 5.45839e+12, 3.02314e+18, 1.51366e+18, 5.69708e+13, 1.01472e+14, 2.8162e+13, 9.07199e+14
0.000133337, 403.296, 1.81974e+19, 5.46879e+12, 3.02314e+18, 1.51366e+18, 5.70668e+13, 1.0152e+14, 2.81654e+13, 9.07203e+14
0.000133337, 403.296, 1.81974e+19, 5.47918e+12, 3.02314e+18, 1.51366e+18, 5.71629e+13, 1.01568e+14, 2.81688e+13, 9.07208e+14
0.000133337, 403.296, 1.81974e+19, 5.48958e+12, 3.02313e+18, 1.51366e+18, 5.72589e+13, 1.01616e+14, 2.81721e+13, 9.07212e+14
0.000133337, 403.296, 1.81974e+19, 5.49997e+12, 3.02313e+18, 1.51366e+18, 5.73549e+13, 1.01665e+14, 2.81755e+13, 9.07217e+14
0.000133337, 403.297, 1.81974e+19, 5.51036e+12, 3.02313e+18, 1.51366e+18, 5.7451e+13, 1.01713e+14, 2.81789e+13, 9.07221e+14
0.000133344, 403.353, 1.81948e+19, 5.63633e+12, 3.02229e+18, 1.51335e+18, 8.09121e+13, 1.31303e+14, 4.27533e+13, 9.288e+14
0.00013335, 403.398, 1.81928e+19, 4.6043e+12, 3.02159e+18, 1.5131e+18, 9.17983e+13, 1.55793e+14, 4.80064e+13, 9.48052e+14
0.000133357, 403.434, 1.81912e+19, 3.65969e+12, 3.02103e+18, 1.51289e+18, 1.00189e+14, 1.75524e+14, 5.2262e+13, 9.63945e+14
0.000133364, 403.464, 1.81898e+19, 2.88643e+12, 3.02057e+18, 1.51273e+18, 1.0674e+14, 1.91206e+14, 5.57718e+13, 9.76925e+14
0.000133371, 403.488, 1.81887e+19, 2.27099e+12, 3.02021e+18, 1.5126e+18, 1.11815e+14, 2.0361e+14, 5.86197e+13, 9.87532e+14
0.000133378, 403.508, 1.81878e+19, 1.78555e+12, 3.01992e+18, 1.51249e+18, 1.15716e+14, 2.13405e+14, 6.09131e+13, 9.96239e+14
0.000133385, 403.524, 1.81871e+19, 1.404e+12, 3.01968e+18, 1.5124e+18, 1.18688e+14, 2.21136e+14, 6.27562e+13, 1.00343e+15
0.000133393, 403.537, 1.81865e+19, 1.10466e+12, 3.0195e+18, 1.51233e+18, 1.20926e+14, 2.27239e+14, 6.4239e+13, 1.00942e+15
0.0001334, 403.548, 1.8186e+19, 8.70135e+11, 3.01934e+18, 1.51228e+18, 1.22587e+14, 2.32058e+14, 6.54357e+13, 1.01446e+15
0.000133407, 403.557, 1.81856e+19, 6.86615e+11, 3.01922e+18, 1.51223e+18, 1.23793e+14, 2.35868e+14, 6.64062e+13, 1.01873e+15
0.000133414, 403.564, 1.81853e+19, 5.43172e+11, 3.01912e+18, 1.51219e+18, 1.24642e+14, 2.38885e+14, 6.71983e+13, 1.02239e+15
0.000133421, 403.57, 1.8185e+19, 4.31177e+11, 3.01904e+18, 1.51216e+18, 1.25209e+14, 2.41278e+14, 6.78501e+13, 1.02557e+15
0.000133429, 403.576, 1.81848e+19, 3.4383e+11, 3.01897e+18, 1.51213e+18, 1.25556e+14, 2.43183e+14, 6.83914e+13, 1.02836e+15
0.000133436, 403.58, 1.81846e+19, 2.75771e+11, 3.01891e+18, 1.51211e+18, 1.2573e+14, 2.44705e+14, 6.88461e+13, 1.03085e+15
0.000133443, 403.584, 1.81844e+19, 2.2279e+11, 3.01887e+18, 1.51209e+18, 1.25768e+14, 2.45927e+14, 6.92329e+13, 1.03309e+15
0.000133451, 403.587, 1.81843e+19, 1.81577e+11, 3.01883e+18, 1.51207e+18, 1.25701e+14, 2.46915e+14, 6.95663e+13, 1.03513e+15
0.000133458, 403.59, 1.81841e+19, 1.49538e+11, 3.01879e+18, 1.51206e+18, 1.2555e+14, 2.4772e+14, 6.9858e+13, 1.037e+15
0.000133466, 403.593, 1.8184e+19, 1.24642e+11, 3.01876e+18, 1.51205e+18, 1.25334e+14, 2.48382e+14, 7.01169e+13, 1.03875e+15
0.000133473, 403.595, 1.81839e+19, 1.05298e+11, 3.01873e+18, 1.51204e+18, 1.25068e+14, 2.48932e+14, 7.03502e+13, 1.04039e+15
0.000133481, 403.598, 1.81838e+19, 9.02656e+10, 3.01871e+18, 1.51203e+18, 1.24761e+14, 2.49395e+14, 7.05634e+13, 1.04194e+15
0.000133489, 403.6, 1.81837e+19, 7.85763e+10, 3.01869e+18, 1.51202e+18, 1.24423e+14, 2.49789e+14, 7.07608e+13, 1.04341e+15
0.000133496, 403.601, 1.81836e+19, 6.94757e+10, 3.01867e+18, 1.51201e+18, 1.24061e+14, 2.50131e+14, 7.09458e+13, 1.04483e+15
0.000133504, 403.603, 1.81836e+19, 6.23775e+10, 3.01865e+18, 1.512e+18, 1.2368e+14, 2.50431e+14, 7.11211e+13, 1.04619e+15
0.000133512, 403.605, 1.81835e+19, 5.68259e+10, 3.01864e+18, 1.51199e+18, 1.23283e+14, 2.50698e+14, 7.12886e+13, 1.0475e+15
